review_body,review_date
"Speechless! The most extensive buffet I’ve ever had the pleasure of indulging in! Everything is done to perfection, from the cheese and crackers to the carvery. The local food is of the highest standard, and cuisines such as Greek, Japanese, and anything else you could imagine is covered across the board! Cinnamon grand is yet to disappoint, and I will most definitely be coming back!Thank you to Sameera and the team at the Sunday brunch!",6-Jul-19
,
Best ever pub in the island to visit ..All ways there is a warm welcome from the friendly staff .. This is only place you can't go wrong with drinks at any time of the day ..Cheers !!! Keep it up your good work cheers team !!,6-Jul-19
,
"My wife and I had dinner yesterday night at the lagoon in Cinnamon Grand and the food exceeded our expectations. It was well prepared and the service was excellent. These restaurants are coming up to its usual standards after the devastation that took place in April. We would like to thank the manager, Ranjith and Assistant manager, Thilina Eranga who gave us an excellent service and were courteous throughout the evening. We highly recommend the lagoon to all seafood lovers, it's a very safe place for fine dining. Hope to visit the lagoon again ",6-Jul-19
,
I would like to appreciate Sajith also known as 'shoe shine Sajith' for providing a valuable service to guests and visitors. He is a friendly person with a smile always and his shoe shining is on point !,6-Jul-19
,
We really enjoyed our stay. Service was very good. We quite enjoyed the food at their restaurants. We came quite late for our booking but they were nice enough to keep our tables. Food is really great here. This is the only place that has maintained its quality all throughout.,6-Jul-19
,
"Thank you for the wonderful food and service at my parents anniversary at Noodles. Great atmosphere, food and drinks. Extremely good service! Well done! Continue the awesome work!Highly recommend the crab rice!",6-Jul-19
,
Today my father's birthday. Me and my family came to celebrate the birthday in cinnamon grand hotel. Actually we had an excellent support from the hotel staff. We had a beautiful night. Excellent work from the staff.,6-Jul-19
,
Great service given from staff.absolutely very satisfied for the service.unexpected teast full foods.very friendly staff.thank you very much for everything.we coming back to this again & again.thanks a lot.,6-Jul-19
,
Ambience is very good... It was my first time and the food was amazing. Prices were reasonables... I recommend this place...❤ A great place for a group of friends and family... #super #amazing #noodles,6-Jul-19
,
Dinner is very nice i try pizza and pasta it was pirfecte Service is so nice Thank you for that nice service Thanx thanx thanx Mr. MirshadI love your food Thank youThank you ,6-Jul-19
,
Dinner was super nice food. Good recomandation. We will visit again pls visit every body. The supervisor Mirshad attend us and described about the food very nicely he is one of the kind person i ever met. Delicious cuisine the nice atmosphere and hospitality is you will never find anywhere if you want any kind of traveling help or advice Mr. Mirshad will help you. Do visite guys if you want to enjoy. Thank you for everything Mr. Mirshad. We hope to meet you again.GOD blesses you ,6-Jul-19
,
Wow it is Awesome night i had. Best and very kind service. Lakshan who give us a superb service thankyou so much and Eranga thnkz to give us a awesome pond table that has a very nice view and thankz all staff to make our night perfect.,6-Jul-19
,
Excellent staff great hospitality from all the staff.they are very generous and very helpful.variation of food is very nice and and very delicious.specially Mangala and Chamth delivered a first class service and the atmosphere is really great.All and all we had a wonderfull time at Noondles returant and we highly recommend this palce..Welldone!!,6-Jul-19
,
Great food. Calamari starter and their Laksa are a must try. Never a dull experience.Best service as always with Mangala who is always ready to help with a smile on his face and would go out of his way to please the customers.,6-Jul-19
,
We were able to visit cinnamon grand noodles restaurant for a night out to enjoy some good food. When we arrived the staff here was friendly and professional and offered a great service always checking up on our needs. The ambience of the place was superb and to add to that we were able to enjoy tasty food. I wish the staff and the restaurant all the best and we will make sure to visit noodles again,6-Jul-19
,
We received a warm welcome and was very helpful in getting us the best dishes specially. Was very attentive and kept the environment friendly for my kid. Was exceptional in service and food was very nice !,6-Jul-19
,
"We had blue matene, it's very delicious. Superb. They gave us a great service really nice concept. Thank you hashi for your great service and also we sinned at the noodles dhanushka and sharish given us a great service with all the staff",6-Jul-19
,
Hi Guys! So I love going to cheers the vibe we share and the place is so good!! And I love it.. especially this person called Rajiv who serves us is very cheerful always and helpful.. I appreciate their service. A small concern me and my friends really didn’t like the new hair cut of the staff which doesn’t make them look so smart.. much appreciate that if you could let them be themselves than their similar haircut to everyone.. it gives a HOME feeling! Cheers ,6-Jul-19
,
"We had lunch in south Indian restaurant. Food is amazing and staff members are very helpful,polite especially Ranil. We came with Thaiwan team and they told to their friends in thaiwan to visit Sri Lanka again. And they said that now the hotel have good security system. ",6-Jul-19
,
"Noodles Restaurant is one of the best restaurants in sri lanka i have ever visit. Food is very tasty, and Service of this place is excellent .specially have to mention the chamath. I went to this place with my family .They were so happy with the food and the ambiance of the restaurant and the excellent customer service.",6-Jul-19
,
We have visited noodles for 2 times for this month. It was really a great meal for us. Also their customer service is excellent. Both the times same waiter served us. They prepare the way we want. We had a great time at noodles.,6-Jul-19
,
"Great atmosphere! This is our go to place for anniversary each year. Food is amazing and the staff is super friendly. If you are a fanatic of Noodles or Soups, you should definitely come here.They have a great variety of noodles to select from and add a nice touch to the dishes where it looks amazing and taste great as well! ",5-Jul-19
,
Thanks Mr. Gale for coming up with such a great Concept. It's trulely amazing! We had a great time with our martinis cheers!Guys you'll should definitely try the Rose martini and the strawberry martini.it was undoubtedly mouth-watering! ,5-Jul-19
,
"The Lagoon restaurant at Cinnamon Grand, Colombo offered an outstanding experience for us. From an elegant ambiance to the friendly and helpful staff, to ideal waiting time for your food, to of course a flavorful array of seafood available to chose from. Staff members Dhanuka and Priyankara along with the rest of the team there enhanced our experience with their politeness and helpfulness, a proper customer relationship. ",4-Jul-19
,
I had dinner at noodles restaurant with my friends . Food was very tasty especially laksa was delicious and the service also very excellent. Don’t worry about chopsticks they are giving cutlery ,4-Jul-19
,
We are here to celebrate my wifes birthday and they recommend a pool table with a glass bottom.very nice place to dine and also the viwe was amezing.excellent services given by dhanuka.food was superd,4-Jul-19
,
"After 15 years my family all came back to Sri Lanka to introduce my sister's husband (american) to our country. Though we were all raised in America, we had high hopes for a full Sri Lankan experience and the Cinnamon Grand didn't disappoint. For my parents, this hotel was extra special because they were married in it 35 years ago. Rooms were very modern (similar to a Marriott room) with lounge chairs, office desks and bathroom amenities like any american hotel. The breakfast buffet was SUBURB. My brother-in-law has Celiacs disease and the restaurant chef went out of his way the night before to prepare special food because my brother-in-law LOVES Sri Lankan food. The entire restaurant was so excited to serve us and truly was generous in their hospitality. The entire hotel was incredibly kind and honestly, it will be the service we remember the most. Thank you for hosting us!",3-Jul-19
,
"This is the place . Excellent service and delicious food. The atmosphere is excellent and staff is very friendly. I ordered Laksa Lemak and Duck soup. They were great. Overall, a great experience. But what really hit the mark was the service. Definitely we’ll be back. ",3-Jul-19
,
"Love the service, food and atmosphere here! It's a quiet, relaxing corner right next to the hotel room, as it is next to the swimming pool and under the trees! It will be my favorite spot for my stay :)",3-Jul-19
,
We returned to the cinnamon grand only today after the Easter Sunday attacks. We had a wonderful experience as always in this beautiful hotel with its friendly and courteous staff.Wish them all the best to rise up again even stronger !,3-Jul-19
,
Attentive service and good food. Special thanks to Nirosh for taking care of us this evening.Will be back again. Bookings are a must as it gets crowded.Would recommend sitting in the front lobby area for a quiet evening.,3-Jul-19
,
Excellent place. Staff service is best. 24hrs security and safe. Totally relaxed place. High quality foods and nice location. The best place in Colombo. We love to come here always. Specially priyadarshana service is best.,3-Jul-19
,
"Must experience their brand new dining area in Lagoon restaurant- table for 2 only. Very special ambience, style, and light effect. Food is out of this world. Highly recommended Must get this reserved in advance ",3-Jul-19
,
"We had an awesome sea food lunch at the Cinnamon Grand Colombo Lagoon Restaurant today treated by family friends. The food was excellent. Lakshan who was serving us with a huge smile helped us decide on the food and drinks and the choice was great! We enjoyed every bit of it! A little sad to see a hotel that was full of glory before the recent incident a bit quiet but we were happy to see the signs of picking up with quite a few guests in the restaurants and around the hotel. Security was very good, courteous and hassle free. We will visit again soon without any fear or doubt!",3-Jul-19
,
Great to see the hotel and its staff still going strong The staff is very friendly and invitingWe feel very welcome here and appreciated as locals The food continues to be fantastic. Our meal was very satisfying and also it was brought to our table in no time at allThe ambiance too is wonderful and the cleanliness is appealingKeep up the good work!,2-Jul-19
,
Had a wonderful lunch outing with 16 friends. The quality of service and food was excellent. Chamath who served us did a excellent service. We would be visit noodles soon again. The menu has many options,2-Jul-19
,
We visited Noodles restaurant for a office team lunch on a weekday. Food was really good and it was so filling and one course more than enough for one person. Suggest the place as a good value for money.,2-Jul-19
,
The service given by nirosh was 5 Star . Constant visits to the table to check if everything was in orderThe quality of the food was amazing !!!! Love the dumplings as it was done perfectly.Will definitely come again soon . ,2-Jul-19
,
"We visited the Lagoon restaurant at Cinnamon Grand Hotel today. The restaurant was selected randomly at the hotel but has been one of the best experiences. A big shout out to the staff at this restaurant. The food has been amazing but your service has been exceptional.It was a group of 4 people that dined in here. We ordered prawn spring rolls first, which was just perfect . Then when deciding the Mains, we were a bit confused but Sanjeewa and his team went out of their way to help us in selecting some amazing Mains. Thank you all!! We would definitely return here once we come back to Lanka again. I wish I had taken some photos now, but then again was too eager on trying the gorgeous looking dishes and the food taste has been on point. Would not think twice in recommending Lagoon restaurant!",1-Jul-19
,
"Great service ! Great food , enjoyed our dinner with my friends. Service is spot on , Italian chef makes tasty dishes. Authentic Italian food. Visit once to experience good times. Do recommend to everyone visiting Colombo to have a nice wine and dine session.",1-Jul-19
,
"Had a family dinner at Noodles, had yummy food and they gave quite a good service. Udaya and the team gave a great service! Highly recommended for a family dinner. Ambience was nice as well and everyone was very attentive. ",1-Jul-19
,
Food at Noodles stays consistently delicious everytime we order. Trying new items on the menu is always satisfactory as well as excellent service from such friendly and wonderful staff. Would higly recommend everyone to try!,1-Jul-19
,
Our visit was pleasant! We have been regular visitors and would not hestitate to come again. Service was amazing as usual and the food was great as wel as the ambience. Would definitely recommend everyone to come back and support.,1-Jul-19
,
Myself and my wife irome have been invited for dinner by my sincere friend dayal and his family. We are so happy to inform that the menu we ordered was amazing and so delicious. The service was rendered by the staff has being excellent and so courteous. We are thankful for everybody at the noodles and hope to come back again whenever we visit Sri lanka again. Many thanks and God bless you!Sincerely: Ratne - Australia mangala and gayan,1-Jul-19
,
" Cinnoman Grand is one of the best hotel ive been to , there Restaurant Chutneys serves the delicious food ever, staff was amazing,helpful and kind, Arshad was very accommodating and caring to my concerns, I would definitely recommend it to anyone...",1-Jul-19
,
"It was a great pleasure to introduce this Lagoon.most highly recommended seafood place in Colombo.Thankyou Hashi for your recommendation you gave last week for us.Lagoon gave us memorable dinner mouth watering food,fresh seafood Thank you for great service by Hashi and the staff.",30-Jun-19
,
"Cinnamon grand always great with yummy foods and friendly staff.We had great time at Noodles restaurant and all the appetizers,Foods and deserts was so good as always.Specially the chocolate lava cake with ice cream is one the best thing I have ever tasted.We really enjoyed everything.And the staff is very attentive,kind and helpful. Definitely will visit again..",30-Jun-19
,
I came here with a few of my friends for dinner and once again the experience was amazing! Loved the food and the ambience. Also the customer service is superb. Will definitely be back for more duck ramen!,30-Jun-19
,
"London Grill at Cinnamon Grand is one of top restaurants to have steak in Colombo. Restuarant has an amazing ambience that will take you to old era, reminds me of GoT The staff is amazing. Highly recommended.",30-Jun-19
,
Nirosh and dhanushka was friendly and gave a awesome service. CG always Great service great food great ambiance!! Love it! Thumbs up for the manager Thushara. !! Keep up the good work. Best laksa in Colombo! ,30-Jun-19
,
"Absolutely great! Post Easter attacks they still have got the energy,the drive and full of smiles! This is the beauty of Sri Lanka. The comeback is stronger than the set back. The food never fails to amuse us on a daily. Always a pleasure to have visited Cinnamon Grand and love their hospitality and love. Tight security to ensure the best of service.",30-Jun-19
,
"The food here was quite good... but more then anything the service is superb! We were served by Pradeep, who was prompt and extremely courteous... if you love Italian food then go give them a visit. Definitely worth a try...",30-Jun-19
,
Excellent food and service! From all the places I’ve tried laksa I must say the noodles serves the best in town. The appetizers are great. Specially the salt and pepper calamari and the spring rolls. The staff is very attentive. ,30-Jun-19
,
"An amazing place to visit with friends, family or a date on weekends and weekdays all over the time. Great service and the staff. They didn't have much vegetarian options but they customized one and offered for us which is really amazing.",30-Jun-19
,
It’s a very nice place to visit. Very spacious and a great ambience. Really nice and delicious food. The staff members are really kind and helpful. Excellent customer service. Will definitely visit again.,30-Jun-19
,
Try out thier Ravioli which is home made & it was excellent.We had Pradeep who was very knowledgeable about thier menu & made some good recommendations for our lunch options.Had thier Gelato ice cream which was again home made & was an excellent dessert to have,29-Jun-19
,
We had the best time at noodles restaurant at Cinnamon Grand Colombo.We went to celebrate our parent's 25th anniversary. We really enjoyed with food and drinks. Specially Nilupul gave a great service. Again definitely we will come soon.,29-Jun-19
,
"Dinner and service was excellent. The portions were huge and the staff was very helpful, especially to choose from their great choices. The chocolate lava cake with the homemade ice cream was out of this world!",29-Jun-19
,
Yesterday we attended Ceylon Chambers Annual General Meeting at Cinnamon Grand. Function was arranged very well. Food was very good. Service is good but can improve further.Security checking was not customer friendly at all. Too cumbersome.,29-Jun-19
,
The food was extremely tasty and the service was great! Rashmika was a very good host. The Thalis are really filling and the mutton masala dosai was lovely. We requested one of the thalis to be vegan and they happily obliged.,29-Jun-19
,
We dined on the 29th of June 2019. The staff were extremely polite and freidly.Our order was taken by Chamath who was completely thorough of the menu. Noodles has and always will be our go to place.Drinks were made by Rivindu who did a great job!,29-Jun-19
,
Visited Noodles at Cinnamon Grand with family and we enjoyed a lot... Food was excellent and staff was very cordial... The visitors from Belgium were highly impressed... We had a lovely evening... Definitely will visit again... ,29-Jun-19
,
"Dear sir,Fantastic food and great customer service from Mr.Priyadarshana and I wish him for success!!!Great Saturday evening babique party.calm place and nice music.good environment.Keep up your good work!!!!",29-Jun-19
,
I have lost count of the times we have visited Chutneys at Cinnamon Grand. Mouth watering food and exceptional service from the stuff. Guaranteed that I will keep visiting Chutneys till the day I cannot walk any more. From the starters to final coffee everything is superb. Rashmika and other staff did excellent job looking after us with prompt and professional service,29-Jun-19
,
Actually we were not to come making reservation and then again cancelling and then finally made it for mother's 55th birthday actually the food was awesome and the staff were very helpful will definitely go again♥️,29-Jun-19
,
"Love this place. Exceptional service by the staff. I love how the guys here have worked hard to put things back on track after the recent tough times. We need more places with this attitude and then it’s going to be a game changer. If you are around, you must check this place out.",29-Jun-19
,
"It's good to back at this warm and blissful place after a sad tragedy (the bombing attack). It's not easy to put the pieces together but through the collective effort of the management and wonderful staff, Cinnamon Grand Hotel is alive. I was gracefully served Irish whiskey coffee in grand style by Lahiru",29-Jun-19
,
"Cocktail, food,location and environment are all good. And the ppl are too friendly with us. And the live music played here are way too good with the location. And priyadarshana provide a good hospitality.",29-Jun-19
,
Had lunch at the cinnamon grand noodle restaurant .it was a very enjoyable experience . The ambiance is great and service and attention of staff special . Food was fresh hot and just right . Thank you for a really good time . Tasneem Mamujee .,29-Jun-19
,
Visited the cinnamon grand noodles restaurant. Service was very good. Staff were courteous smiling & attentive. Food was great as always. Ambience was pleasant. Standard and quality have been maintained.,29-Jun-19
,
The food here was excellent and so was the service. It's well price for something at this calibre. The security at the hotel was very good. I think this place in the heart of Colombo is definitely worth a visit!,28-Jun-19
,
"Best seafood, best customer service and most of all the friendliest staff you could ever ask for. Special mention to Sanjeewa, Eranga, Lakshan and Ranjith from The Lagoon for always going above and beyond with their hospitality to make us feel at home all the time. Very approachable and willing customise any food that we ask for. Highly recommended for all Sri Lankans and any one visiting from overseas to drop by at The Lagoon. It’s a must visit specially if you are a seafood lover.",28-Jun-19
,
"Visited Noodles for maybe the 10th time. The food and service was better than all previous times. We ordered 2 starters and 2 main dishes for 3300 which is a very reasonable price, specially for a hotel restaurant. The manager on duty Mr. Mangala was kind enough to prepare a customized dish which had a very generous portion, for no extra cost. Waiters were attentive and helpful. Would definitely visit again. Recommended for families, couples, meet up with friends. Word of caution - book in advance whenever possible, they fill up really fast.",28-Jun-19
,
Breeze bar service was  excellent and very fast. Many thanks for priyadarshana you kind and efficient service. Your service  was excellentand very fast. Many thanks for you kind and efficient service.  I have already and will definitely continue to recommend your services to others. Great place to visit.,28-Jun-19
,
"This is the awesome bar in colombo.they have nice welcoming.And foods,cocoktails are perfect..They aee giving discounts.And conducting live music and we can feel live breez in here.Very peaceful environment .",28-Jun-19
,
We had a great experience at Cinnomon grand with my friebds. From the security staff to restaurant staff were friendly and passion to serve. Security measures also up to the mazimum. Excellent experience.,28-Jun-19
,
An awesome place to spend your Friday. Staff is very friendly and punctual. Best part is their food. Tasty and mouthwatering. They have a nice setup with soothing music. Place is secured. High security all around the place. Nothing to worry. We can have our fun.,28-Jun-19
,
Came to Breeze bar after about couple of months. It’s always that cool place that you can have a chilling time. I love the vibe here. I like to come here with my husband coz we can have our own time and no annoying noisy environment. Soothing music cold air yum yum food good vibes good service Goooood staff. They are friendly and serve you with all their heart. Come if you want to have an awesome time ❤️,28-Jun-19
,
We had a very nice dinner today evening ! Very tasty and very good service ! I recommend this trip into the Asian cuisine at Noodles in Cinnamon Grand ❤️Utrolig bra service og nydelig mat ! Anbefales på det sterkeste !!!,28-Jun-19
,
"Noodles restaurant is excellent with food, service and affordability. Highly recommended for group lunches as well as other functions. Portion sizes are to the point.Will definitely come back here again",28-Jun-19
,
Good Shisha and good atmosphere to chill with your friends. Great service from Priyadarshana. So welcoming and nice atmosphere. Highly recommended. The food and drinks are great at an affordable price. There were so many people having a good time with their friends.,27-Jun-19
,
Food was delicious and excellent customer service The staff was really friendly A really nice place to have dinner with family and friends I'm a big fan of this restaurant there's a lot of nice rice dishes as well,27-Jun-19
,
great atmosphere with the local and foreign crowd. Great food dishes and beverages as I’m a big fan of noodles I love cinnamon grand noodles. The variety of noodles is amazing and the service is great,27-Jun-19
,
"The meals were great and super fast. The quality was super and quantity was very generous. The staff was very friendly, specially the restaurant supervisor Mr. Chamath was super friendly and helpful. Overall is a great place to have a decent meal.",27-Jun-19
,
Excellent food and good ambiance. Staff is very friendly. Menu is well balanced to cater to everyone. Has good hot chocolate for dessert. Food is Japanese oriented. Portions are quite big more than enough for two people.,27-Jun-19
,
Came for a quick lunch with wife but ended up having a fully fledged meal !Chamath was very helpful and gave us a completely personalized service. Was pleasantly surprised with the service provided. Quality of the food is great too ! Laksa is a must try here ! Fully recommended !,27-Jun-19
,
Couple of days ago we visited noodle restaurant for dinner as they recommend we ordered calamari & blue crab cake for starter and they recommend our mains roast pork and seafood laksa was amazing tasty and their drinks was up to high standards specially Singapore-sling.they have givens quick service even their busy on that time.we are really recommend this place to dine for everyone will be the good experience we will be visiting soon.,26-Jun-19
,
Nice sheesha and food. Excellent service. security 24hrs. Who like to enjoy there stay. This the place. Excellent live music. It’s a place to enjoy with friends and family. All the best for hotel and staff.,26-Jun-19
,
Hotel MD was personally visited and we have Surprised with a table middle of a lovely pond with catfishes. Great hospitality from the waiter and helped to choose the food and all.Foods and drinks were great with the lagoon experience. ,26-Jun-19
,
"Excellent service. Great welcome by Mr Pradeep inparticular. Good food, love the main course, drink along with yummy cocktails and the dessert. Good ambience.. we enjoyed the dinner and had a nice time.",26-Jun-19
,
"This was one of the best dining experiences we’ve had in Colombo. Our group of six ordered a starter, main and dessert each, and every single one of them was absolutely spot on. The staff was highly knowledgeable on the technicalities of all these dishes, including highly specialized cooking techniques. In addition to this, the service was prompt and professional. All dishes came out at once, and the staff was polite and attentive - in fact, the Italian chef himself came out to check on us. Well done to restaurant manager Ashoka, Mirshad and the team. Honestly, no place feels safer and more welcoming than Cinnamon Grand.",25-Jun-19
,
Beautiful location sea view excellent facilities food was excellent staff very good restaurant was excellent room is satisfactory stay in place for family relaxing evening for relaxing satisfied good location ,25-Jun-19
,
Had a wonderful evening at the poolside and Priyadarshana was extremely helpful and accommodating. The atmosphere and drinks were great and our cricket jerseys were an extra special touch. Keep it up!,25-Jun-19
,
"Food was really good, even though the vegetarian option was not that good there's room for improvement. Service was good we will definitely recommend Noodles to friends and will come back. Mangalore and gayan",25-Jun-19
,
"Great food. We had the Chicken Satay, Chili Garlic Prawns which was very good. Drinks were made very well. But the service was exceptional. Priyadarshana gave us the best service along wish probably the best shisha in the country. Great atmosphere and great night.",25-Jun-19
,
I am here at noodles for the 5th time and all the time I come here I feel like I’m coming for the first time because It is so niceThe service given from the noodles crew is amazing.The food is great and it taste really good ,25-Jun-19
,
"Food was amazing loved it and the service was great . Great job keep it up. Love the view, and they make food in the way we exactly want it , feels like home for the first time mean it that feeling makes us wanna come again and again , enjoyed to maximum also feel so safe and it's a very chill place to hang out with the family or with friends",25-Jun-19
,
We coming with groups.Always our most favorite restaurant seafood our service and the greeting with a smile by Hashi very friendly briefed about some shops in sri lanka.Food was amazing order taken by Channa very delicious they didn’t disappoint us.Manger who taken our feeback aleays make sure we are happy.Thank you for all your great service ,25-Jun-19
,
"The hotel has a fantastic of every facilities. Room is good net& clean,staff are professional in terms of hospitality. Breakfast are good in a multiple variety of different dishes.GRA assistant is superb specially the person who has name Mr.Hilme. for the staff of Cinnamon grand hotel. Keep up the good work.interms of general evaluation.This hotel is recommended to excellent service.",25-Jun-19
,
"Appreciate the service provided by them. Would like to specify Mr.Thilina. he is just awesome and I would recommend him to any high end customer based organization. The best customer service provider in the Cheers Pub,Cinnamon grand, Colombo.",24-Jun-19
,
"We have been visiting Echo since they opened in 2007. Amazing food for very affordable prices and the service is the best you'd find anywhere on the island. We were served by Mirshad, Rasika and Mahesh who were especially attentive and accommodating of our 2 year old.",24-Jun-19
,
"So we came here for our brother's birthday. Its my second time here and the first for my family. The ambience is really refreshing and very welcoming. We were welcomed with warm smiles. Three of us ordered noodles dishes and 2 rice dishes . They were amazing. The portions are generous and the flavors were well balanced. We had crab cakes and shrimp dumplings as appetizers and were mesmerized by the taste. Noodles is a must visit for everyone who visits sri Lanka. Oh btw, the staff was well trained and were so nice to us. Looking forward to next time. #backatcinnamon",24-Jun-19
,
Went to echo restaurant for dinner with the family. The service and food was excellent and very tasty. Mirshad in particular was very helpful and efficient. Highly recommended dine in experience ,24-Jun-19
,
We came for a family outing and It was a pleasant evening. From the moment we stepped into Noodles (which is my favourite out of all) we were warmly welcomed by Mangala. He surely made all of us comfortable and helped us with choosing the food to all. Staff Constantly asked if we need anything and took a good care of us. Very helpful staff and we will surely visit again. ,24-Jun-19
,
Cinnamon Grand is wonderful holte in srilanka.We came for dinner.. They have a friendly staff..We're very happy. We've had a lot of enjoy... cinnamon Grand හොටෙල් ඒක අලුත් අදහස් වලින් සපිරි හොටෙල් ඒකක් ඒකේ කර්යය මණ්ඩලයේ සේවකයන් ඉතාමත් සුහද සිලි හා කාර්යක්ෂම සේවකයන් පිරිසක්‌ සිටිනවා.. Cinnamon Grand හොටෙල් එකේ noodles restaurant ඒකේ රාත්‍රි ආහාරය සඳහා අප පැමිණයා.අපි හැමොටම ගොඩක් විනෝද උනා වගේම අපි ගොඩක් දේවල් අත්වින්දා ඔවුන්ගේ අලුත් දැක්කම ගොඩක් හොඳයි.. අප එය අගය කල යුතුය.. අප නැවත් මෙයට පැමිණෙන්න බලා පොරොත්තු වෙනවා ඔයාලත් ඇවිල්ල අලුත් වෙන්න අත් විඳින්න..,24-Jun-19
,
You ara restaurant is varee good. You ara staf sarwes is Wanda full. Supar ... You ara hotel is best faista hotel. I like is your hotel. Tank you.we had wonderful time I have never aver seen before thanks for all,24-Jun-19
,
"Coming back to my favorite restaurant in Colombo after the 4/21 incident made me realize how amazing this place is still doing. I must say the staff here is extremely hospitable and attentive. Despite the setbacks which took place a few months back,the staff and managers are all back to normal. As always I ordered my favorite dish which was the roast belly pork,hands down nothing has changed ever since. The standard of food and service is very well maintained. Thumbs up to Mr. Gayan and Mr. Mangala and Miss. Vhisaka for the hospitable service. Let’s all together support the Sri Lanka’s tourism to come back to life. ",24-Jun-19
,
"Fantastic dinner tonight at Chutneys. Prices are very reasonable, it tastes great, and the service is top-notchGayan Buddika went out of his way to make us feel welcome, and was very attentive. Genuinely made it feel like I was special.Will be coming back for sure",24-Jun-19
,
Had dinner @Noodles restaurant of Cinnamon Grand today. It was amazing to have such a courtesy of the staff and also the delicious food. Good variety. Wonderful atmosphere. Service is great and we were offered a nice table even though it was crowded. Thank you and Highly recommended to all.,24-Jun-19
,
"Lovely experience, nothing has changed. despite all the trouble these past few months.Great atmosphere, great hospitality. Thanks for the good memories. Will definitely be visiting again soon. Thanks for everything!",23-Jun-19
,
Had a great time at cheers pub watching the South Africa vs Pakistan match! Thilina was our server and was very attentive to all our needs! He was a very pleasant person and made our stay very comfortable!,23-Jun-19
,
"Great food, happy to see them maintaining their standards. Highly recommend.Roast pork Tebasaki, mee goreng andbfish fillet with rice was great.Nilupul and Chamath were excellent in service and very friendly.",23-Jun-19
,
"First time back at the Grand after the Easter attacks and thrilled to note that all is back to normal. Extra security but everyone doing their part with smiles and in good humour, making sure customers aren't hassled too much. Dinner at the London Grill was impeccable as usual, fantastic service, relaxing ambience with a lovely pianist and the food was fabulous - my fillet mignon done medium rare to perfection. Kudos to manager Trevin for keeping his staff engaged and attentive despite the few patrons.",23-Jun-19
,
"Great food. Ambience of the restaurant is back to normal as well. Good for a night out as a family. Great service by the staff as well. A must visit. A must try dessert is the molten lava cake, it’s taste is amazing! ",23-Jun-19
,
"Loved every detail of the place. The cozy ness. The prices and the menu,Authenticity of the flavors won our hearts thank you chutneys for giving us best service. With extreme hospitality.thank you Arshad for your outstanding service and guide ",23-Jun-19
,
Had a wonderful experience at Chutneys. The food was amazing and only pales in comparison to the service provided by Gayan Buddhika. The ambience was great too and it makes me very happy to see how well Cinnamon Grand has bounced back following the terrible attacks. Thanks for a memorable night.,23-Jun-19
,
Visited the restaurant with family for dinner. Service was remarkable and Sanjeewa was such a dear to give us mouth watering recommendations. Fresh seafood cooked deliciously and presented beautifully. One of the must visits for all seafood lovers. loved the calm and refreshing ambiance of the surrounding. Will definetly visit again.,23-Jun-19
,
I visited the breeze bar with a couple of my friends to chill out; and I would like to mention one of the staff members priyadarshana really made our experience wonderful. Handled the service very professionally and very prompt in making sure our requests were made on time. Very thankful for him and we will definitely come back for frequent chill outs.,23-Jun-19
,
"Had a wonderful dinner experience at Noodles. The service was top notch, the ambience was great and the food was on point as always. It will definitely be a restaurant I continue to visit. Shout out to Mangala, who assisted us all the way through our dinner with great pointers on food to try and great service.",23-Jun-19
,
"Ordered two pizzas,was very nice.service was excellent and personalized, employees were very polite and welcoming. Served by Pradeep who was very friendly and professional. Definetely would recommend to anyone.",23-Jun-19
,
Really Good service! We were guided by Rashmika & he was really friendly and helpful.Great ambience to have a very relaxing evening. Would highly recommend to anyone who wants to try great Indian cuisine....,23-Jun-19
,
Had an excellent dinner on the 23rd of July at the noodles restaurant. The dishes were tasteful as usual and the price was decent too. Service was great and was prompt. An overall great experience and would recommend a visit.,23-Jun-19
,
Had an absolutely wonderful evening at Noodles. The food was amazing and promptly served. The service was excellent and the staff was friendly and attentive. Good ambiance. Definitely a must go to in Colombo for a very enjoyable and relaxing evening.,23-Jun-19
,
"We love coming here over and over again. The food is amazing, ambience is great and the service impeccable. Definitely one my and my family’s favorite restaurants to dine at. We had the pad Thai which we especially loved.",23-Jun-19
,
Loved the food and the staff was extremely helpful. Me and my family visited this restaurant in a Sunday evening and we had a lovely time. They even taught us how to properly use the chopsticks. Thanks to all at this restaurant!,23-Jun-19
,
Really good food and beautiful hotel. Staff was polite and helpful. 10/10 would recommend! We come here often for restaurants and it’s always a lovely time. The hotel is elegant and always entertaining,23-Jun-19
,
"Noodle house is a really nice restaurant with really good customer service, once ordered you should expect starters in about 10 minutes and the main courses in about 20 minutes. Overall great place and would recommend to eat at noodle house. I celebrated my dads birthday here and the cake was really good too.",23-Jun-19
,
First time in Lagoon.welcome and great hospitality service by Hashi.service and overall perfectly fine.Channa who recommend our food and as well as the service wonderful.Lobster was really tasty he suggested tamarind and chilli garlic.and also kangkung.would like to tell staff gave us a brilliant service. 스리랑카에서 매우 맛잇게. 먹었습니다조금. 비싼거. 같았지만. 그래도. 매우. 맛잇게. 먹엇습니다여채. 칸쿤이. 맛잇엇습니다. 제일ㄹ,23-Jun-19
,
Had a great lunch with a friend.... Food quality was amazing..love the mocktails... And appreciate service given by the staff. Special thanks to Chamath. I would like to recommend this place to all my friends....,23-Jun-19
,
